REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;DATA DA ABERTURA;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
NORDESTE;BA;OURIÇANGAS;BICA;01420.003168/2013-11;23/03/2013;CERTIFICADA;104/2014;24/09/2014;;
CENTRO-OESTE;GO;NIQUELÂNDIA;RUFINO FRANCISCO;01420.011796/2011-17;02/09/2011;CERTIFICADA;104/2014;24/09/2014;54150.000529/2013-61 ;
CENTRO-OESTE;GO;SANTA RITA DO NOVO DESTINO;BALBINO DOS SANTOS;01420.004623/2014-87;25/04/2014;CERTIFICADA;104/2014;24/09/2014;54150.001155/2015-63 ;
NORDESTE;MA;ANAJATUBA;PEDRINHAS;01420.010657/2014-19;25/08/2014;CERTIFICADA;104/2014;24/09/2014;;TITULADO
SUDESTE;MG;CHAPADA GAÚCHA;SÃO MIGUEL DA ALDEIA;01420.008322/2014-22;14/07/2014;CERTIFICADA;104/2014;24/09/2014;54170.006803/2014-59;
SUDESTE;MG;SENHORA DO PORTO;MOINHO VELHO;01420.016351/2013-87;19/12/2013;CERTIFICADA;104/2014;24/09/2014;54170.006802/2014-12;
NORTE;PA;ACARÁ;ITANCUÃ MIRI;01420.008723/2011-30 ;07/07/2011;CERTIFICADA;104/2014;24/09/2014;;
NORDESTE;PE;AFRÂNIO;SÍTIO ARAÇÁ;01420.003111/2014-01;21/03/2014;CERTIFICADA;104/2014;24/09/2014;;
NORDESTE;SE;RIACHÃO DO DANTAS;POVOADO FORRAS;01420.007121/2014-16;13/06/2014;CERTIFICADA;104/2014;24/09/2014;54370.000605/2015-14 ;
NORDESTE;SE;SIMÃO DIAS;SÍTIO ALTO;01420.006394/2014-35;28/05/2014;CERTIFICADA;104/2014;24/09/2014;54370.000604/2015-61 ;
SUDESTE;MG;PATOS DE MINAS;SÃO SEBASTIÃO;01420.011747/2014-19;15/09/2014;CERTIFICADA;112/2014;17/10/2014;54170.006806/2014-92;
NORDESTE;BA;JACOBINA;BARAÚNAS DE DENTRO;01420.014281/2013-22;08/11/2013;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;BA;JACOBINA;LAGES DO BATATA;01420.011789/2013-79;20/09/2013;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;BEQUIMÃO;SASSUY;01420.015693/2013-80 ;26/11/2013;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;CEDRAL;PERICAUA;01420.006535/2014-10;30/05/2014;CERTIFICADA;112/2014;17/10/2014;54230.003940/2011-37 ;
NORDESTE;MA;CURURUPU;ACRE;01420.011163/2013-62;02/10/2014;CERTIFICADA;112/2014;17/10/2014;54230.000414/2007-39 ;
NORDESTE;MA;GUIMARÃES;CARAPIRÁ;01420.010205/2014-29;15/08/2014;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;GUIMARÃES;LAGO DO SAPATEIRO;01420.013441/2013-16;22/10/2013;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;GUIMARÃES;SÃO VICENTE;01420.013440/2013-71;22/10/2013;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;MIRINZAL;RIO DO CURRAL;01420.014049/2013-94;05/11/2013;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;MONÇÃO;CASTELO;01420.010215/2014-64;15/08/2014;CERTIFICADA;112/2014;17/10/2014;54230.003616/2007-32 ;
NORDESTE;MA;PENALVA;CEDREIRO E SIMAUMA;01420.012528/2014-57;01/10/2014;CERTIFICADA;112/2014;17/10/2014;54230.000973/2017-11;
NORDESTE;MA;PENALVA;PONTA DO CURRAL;01420.007458/2014-15;25/06/2014;CERTIFICADA;112/2014;17/10/2014;54230.00674/2017-86;
NORDESTE;MA;PENALVA;SÃO JOSÉ;01420.007461/2014-39;25/06/2014;CERTIFICADA;112/2014;17/10/2014;54230.000730/2017-82;
NORDESTE;MA;PENALVA;SÃO MIGUEL DO POVOADO QUERÉS;01420.007460/2014-94;25/06/2014;CERTIFICADA;112/2014;17/10/2014;54230.000675/2017-21;
NORDESTE;MA;PERI MIRIM;MALHADA DOS PRETOS;01420.002650/2014-15;10/03/2014;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;PERI MIRIM;SANTA CRUZ;01420.002646/2014-57;10/03/2014;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;PINHEIRO;CUBA;01420.010211/2014-86;15/08/2014;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;PINHEIRO;SUDÁRIO;01420.000605/2012-64;17/01/2012;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;SANTA INÊS;CUBA;01420.010043/2013-48;20/08/2013;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;SANTA INÊS;MARFIM;01420.007666/2014-14;02/07/2014;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;SERRANO DO MARANHÃO;CAMPINHO;01420.010349/2013-02;26/08/2013;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;SERRANO DO MARANHÃO;DEUS BEM SABE;01420.012530/2014-26;01/10/2014;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;SERRANO DO MARANHÃO;LUCIANA;01420.011350/2014-27;08/09/2014;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;SERRANO DO MARANHÃO;MALUNGOS DE OLHO D'ÁGUA;01420.008395/2014-14;15/07/2014;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;SERRANO DO MARANHÃO;PAXIBAL;01420.011160/2014-18;03/09/2014;CERTIFICADA;112/2014;17/10/2014;;
NORDESTE;MA;MATÕES;TANQUE DA RODAGEM;01420.014123/2013-72;06/11/2013;CERTIFICADA;112/2014;17/10/2014;;
NORTE;AM;ITACOATIARA;SAGRADO CORAÇÃO DE JESUS DO LAGO DE SERPA;01420.009341/2014-76;30/07/2014;CERTIFICADA;139/2014;10/12/2014;54270.000164/2015-71 ;
NORDESTE;CE;ACARAÚ;CÓRREGO DOS IÚS;01420.006793/2014-04;05/06/2014;CERTIFICADA;139/2014;10/12/2014;54130.000483/2014-08 ;RTID
NORDESTE;CE;ARACATI;CUMBE;01420.014216/2014-88 ;07/11/2014;CERTIFICADA;139/2014;10/12/2014;54130.000417/2015-19;
NORDESTE;CE;PACUJÁ;BATOQUE;01420.001527/2010-53;12/07/2010;CERTIFICADA;139/2014;10/12/2014;;
SUDESTE;MG;FRONTEIRA DOS VALES;BOA VISTA;01420.002707/2012-14;12/03/2012;CERTIFICADA;139/2014;10/12/2014;54170.004007/2016-43;
SUDESTE;MG;FRONTEIRA DOS VALES;OS NUNES;01420.005459/2014-25;09/05/2014;CERTIFICADA;139/2014;10/12/2014;54170.004270/2016-32;
SUDESTE;MG;FRONTEIRA DOS VALES;VENTANIA;01420.005461/2014-02;09/05/2014;CERTIFICADA;139/2014;10/12/2014;54170.004008/2016-98;
NORTE;PA;CAMETÁ;SÃO BENEDITO;01420.013572/2013-01;24/10/2013;CERTIFICADA;139/2014;10/12/2014;;
NORTE;PA;TOMÉ-AÇU;IGARAPÉ MARUPAÚBA;01420.008358/2014-14;15/07/2014;CERTIFICADA;139/2014;10/12/2014;;
NORTE;PA;VISEU;CAJUEIRO;01420.002265/2014-78;26/02/2014;CERTIFICADA;139/2014;10/12/2014;54100.000312/2015-17;
NORDESTE;BA;CAETITÉ;CANGALHA;01420.011570/2013-70;17/09/2013;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;CAETITÉ;LAGOA DO MATO;01420.011569/2013-45;17/09/2013;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;CAETITÉ;PASSAGEM DE AREIA;01420.011567/2013-56;17/09/2013;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;CAPIM GROSSO;CAMBUEIRO, BARRO VERMELHO E VOLTA;01420.000061/2014-01;06/01/2014;CERTIFICADA;28/2016;07/03/2016;;
NORDESTE;BA;LIVRAMENTO DE NOSSA SENHORA;AMOLA FACA;01420.001089/2007-28;07/05/2007;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;MIGUEL CALMON;SACO, COVAS E MUCAMBO DOS NEGROS;01420.013308/2013-60;17/10/2013;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;RIO DE CONTAS;BARAÚNAS, RANCHARIA DO MEIO, TAPUI, VÁRZEA E VÁRZEA NOVA;01420.011878/2014-04;18/09/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;SOUTO SOARES;NOVO HORIZONTE I;01420.009539/2014-50;05/08/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;IGRAPIÚNA;AMBA;01420.000728/2014-67;14/01/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;WENCESLAU GUIMARÃES;RIACHÃO DAS FLORES;01420.006114/2014-99;19/05/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;MA;PARNARAMA;COCALINHO;01420.002655/2014-48;26/02/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;MA;PARNARAMA;GUERREIRO;01420.002653/2014-59;25/02/2014;CERTIFICADA;19/2015;02/02/2015;;
NORTE;PA;INHANGAPI;PARAÍSO;01420.014935/2014-07;27/10/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;VALENÇA;CANDIMBA E RIO VERMELHO;01420.005805/2014-75;12/05/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;AL;ÁGUA BRANCA;POVOADO DE MOREIRA DE BAIXO;01420.013947/2014-14;03/11/2014;CERTIFICADA;19/2015;02/02/2015;;
NORTE;PA;INHANGAPI;MENINO JESUS DE PETIMANDEUA;01420.014934/2014-54;02/10/2014;CERTIFICADA;19/2015;02/02/2015;;
NORTE;PA;TOMÉ-AÇU;ITABOCAL PONTE;01420.008356/2014-17;15/07/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;TEOLÂNDIA;PARAÍSO;01420.003855/2014-18;01/04/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;CAATIBA;JUSSARA;01420.013565/2014-82;23/10/2014;CERTIFICADA;19/2015;02/02/2015;;
NORTE;PA;MOJU;SÃO JORGE;01420.015903/2014-11;02/12/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;PE;AFRÂNIO;SÍTIO BOA VISTA;01420.003114/2014-37;18/03/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;PI;AMARANTE;PERIPERI;01420.016150/2014-61; 20/08/2014;CERTIFICADA;19/2015;02/02/2015;;
NORDESTE;BA;MARAGOGIPE;BAIXÃO DO GUAÍ;01420.001069/2010-52;18/05/2010;CERTIFICADA;19/2015;02/02/2015;54160.003560/2007-97;RTID
NORTE;PA;BRAGANÇA;AMÉRICA;01420.015899/2014-91;02/12/2014;CERTIFICADA;19/2015;02/02/2015;;
NORTE;TO;MATEIROS;BOA ESPERANÇA;01420.007008/2014-22;10/06/2014;CERTIFICADA;19/2015;02/02/2015;54400.000225-2015-77 ;
NORDESTE;AL;OLHO D'ÁGUA DO CASADO;ALTO DA BOA VISTA;01420.002004/2015-39;13/02/2015;CERTIFICADA;42/2015;07/04/2015;;
SUDESTE;ES;CONCEIÇÃO DA BARRA;PORTO GRANDE;01420.000314/2015-19;12/01/2015;CERTIFICADA;42/2015;07/04/2015;54340.000533/2015-54;
SUDESTE;ES;CONCEIÇÃO DA BARRA;CÓRREGO DO ALEXANDRE;01420.000316/2015-16;12/01/2015;CERTIFICADA;42/2015;07/04/2015;54340.000805/2015-16;
NORDESTE;MA;CODÓ;PURAQUÊ;01420.004817/2014-82;30/04/2014;CERTIFICADA;42/2015;07/04/2015;54230.007090/2013-16 ;
NORDESTE;MA;CODÓ;TRÊS IRMÃOS, MONTABARRI E QUEIMADAS;01420.004644/2014-01;25/04/2014;CERTIFICADA;42/2015;07/04/2015;54230.001070/2012-42 ;
NORDESTE;MA;ITAPECURU-MIRIM;POVOADO CACHOEIRA;01420.010207/2014-18;15/08/2014;CERTIFICADA;42/2015;07/04/2015;;
NORDESTE;MA;ITAPECURU-MIRIM;MAGNIFICAT/BARRIGUDA;01420.012778/2014-97;07/10/2014;CERTIFICADA;42/2015;07/04/2015;54230.039151/2017-33;
NORDESTE;MA;ITAPECURU-MIRIM;CAMPO RIO;01420.013086/2014-66;14/10/2014;CERTIFICADA;42/2015;07/04/2015;54230.039151/2017-33;
NORDESTE;MA;ITAPECURU-MIRIM;POVOADO DE PULGÃO;01420.012780/2014-66;05/02/2014;CERTIFICADA;42/2015;07/04/2015;54230.039151/2017-33;
NORDESTE;MA;ITAPECURU-MIRIM;DOIS MIL;01420.013661/2014-21;29/10/2014;CERTIFICADA;42/2015;07/04/2015;;
NORDESTE;MA;ITAPECURU-MIRIM;SÃO BENTO;01420.013662/2014-75;29/10/2014;CERTIFICADA;42/2015;07/04/2015;54230.006064/2013-62 ;
SUDESTE;MG;ARAÇUAÍ;CÓRREGO DO NARCISO DO MEIO;01420.010889/2014-69;29/08/2014;CERTIFICADA;42/2015;07/04/2015;54170.001459/2015-92;
NORDESTE;PE;SERRA TALHADA;ALTO DA LUANDA;01420.013710/2014-25;29/10/2014;CERTIFICADA;42/2015;07/04/2015;;
NORDESTE;PE;SERTÂNIA;SEVERO;01420.015748/2014-32;28/11/2014;CERTIFICADA;42/2015;07/04/2015;;
NORDESTE;BA;GUANAMBI;QUEIMADAS;01420.015453/2014-66;21/11/2014;CERTIFICADA;84/2015;09/06/2015;;
CENTRO-OESTE;MT;POCONÉ;SÃO GONÇALO II;01420.016737/2014-70;19/12/2014;CERTIFICADA;84/2015;09/06/2015;;
NORDESTE;PE;ÁGUAS BELAS;SÍTIO SERRA PRETA;01420.003051/2015-08;09/03/2015;CERTIFICADA;84/2015;09/06/2015;54140.001769/2015-64;
SUDESTE;SP;BARRA DO TURVO;ILHAS;01420.003863/2014-64;07/04/2014;CERTIFICADA;84/2015;09/06/2015;54190.004780/2013-29 ;
NORDESTE;BA;AMÉLIA RODRIGUES;PINGUELA;01420.003711/2015-42;25/03/2015;CERTIFICADA;84/2015;09/06/2015;54160.002306/2015-01;
NORDESTE;BA;LAMARÃO;SÍTIO DE SANTANA;01420.012035/2014-17;23/09/2014;CERTIFICADA;84/2015;09/06/2015;;
SUDESTE;MG;ALMENARA;MAROBÁ;01420.006691/2015-61;09/06/2015;CERTIFICADA;191/2015;03/12/2015;54170.004000/2016-21;
SUDESTE;MG;BERTOPOLIS;PRADINHO;01420.003575/2014-18;01/04/2014;CERTIFICADA;191/2015;03/12/2015;54170.004002/2016-11;
SUDESTE;MG;BOCAIÚVA;MACAÚBA PALMITO E MACAÚBA BELA VISTA;01420.006059/2015-18;22/05/2015;CERTIFICADA;191/2015;03/12/2015;54170.004003/2016-65;
SUDESTE;MG;BOCAIÚVA;MOCAMBO E SÍTIO;01420.006060/2015-42;22/05/2015;CERTIFICADA;191/2015;03/12/2015;54170.004004/2016-18;
SUDESTE;MG;FRUTAL;SERRINHA;01420.007128/2014-20;13/06/2014;CERTIFICADA;191/2015;03/12/2015;54170.004231/2015-54;
SUDESTE;MG;MERCÊS;CARREIROS;01420.007417/2014-29;25/06/2014;CERTIFICADA;191/2015;03/12/2015;54170.004010/2016-67;
SUDESTE;MG;PAULA CÂNDIDO;CÓRREGO DO MEIO;01420.000322/2015-65;12/01/2015;CERTIFICADA;191/2015;03/12/2015;54170.004011/2016-10;
NORTE;RO;PIMENTEIRAS DO OESTE;SANTA CRUZ;01420.001480/2007-22;11/06/2007;CERTIFICADA;191/2015;03/12/2015;;
NORTE;TO;CONCEIÇÃO DO TOCANTINS;ÁGUA BRANCA;01420.016741/2014-38;19/12/2014;CERTIFICADA;191/2015;03/12/2015;54400.000320/2008-41 ;
NORTE;TO;CONCEIÇÃO DO TOCANTINS;MATÕES;01420.016740/2014-93;19/12/2014;CERTIFICADA;191/2015;03/12/2015;54400.000326/2008-19 ;
NORTE;TO;ESPERANTINA;CARRAPICHÉ;01420.015960/2014-08;03/12/2014;CERTIFICADA;191/2015;03/12/2015;;
NORTE;TO;ESPERANTINA;CIRÍACO;01420.015959/2014-75;03/12/2014;CERTIFICADA;191/2015;03/12/2015;;
NORTE;TO;ESPERANTINA;PRAIACHATA;01420.015961/2014-44;03/12/2014;CERTIFICADA;191/2015;03/12/2015;;
CENTRO-OESTE;GO;ALTO PARAÍSO;POVOADO MOINHO;01420.013360/2014-05;20/10/2014;CERTIFICADA;201/2015;30/12/2015;54700.001008/2016-09;
CENTRO-OESTE;GO;PIRACANJUBA;ANA LAURA;01420.007528/2014-35;27/06/2014;CERTIFICADA;201/2015;30/12/2015;;
CENTRO-OESTE;GO;PROFESSOR JAMIL;BOA NOVA;01420.011634/2014-13;12/09/2014;CERTIFICADA;201/2015;30/12/2015;;
NORDESTE;MA;SÃO JOÃO BATISTA;BOA FÉ, BOM JESUS, PALMERAL, ILHA DOS POÇOS E CARÃO;01420.012425/2014-97;30/09/2014;CERTIFICADA;201/2015;30/12/2015;;
NORDESTE;MA;VARGEM GRANDE;SANTA BÁRBARA, LAGOA DA MARIA ROSA E FERRUGEM;01420.005941/2014-65;19/05/2014;CERTIFICADA;201/2015;30/12/2015;;
NORDESTE;MA;SÃO JOÃO BATISTA;CAPIM-AÇÚ II;01420.012424/2014-42;30/09/2014;CERTIFICADA;201/2015;30/12/2015;;
NORDESTE;MA;TURILÂNDIA;GUAJARÁ;01420.015396/2013-34;29/11/2013;CERTIFICADA;201/2015;30/12/2015;;
NORDESTE;MA;SÃO JOÃO BATISTA;BEIRADA E QUIRIRI;01420.012429/2014-75;30/09/2014;CERTIFICADA;201/2015;30/12/2015;;
NORDESTE;BA;IBIPEBA;OLHOS D'ÁGUA DOS BATATAS;01420.016373/2014-28;11/12/2014;CERTIFICADA;201/2015;30/12/2015;;
NORDESTE;BA;IBIPEBA;MURIBECA, ABADE E SANTO ANTÔNIO;01420.016374/2014-72;11/12/2014;CERTIFICADA;201/2015;30/12/2015;;
NORDESTE;BA;IBIPEBA;ALEIXO;01420.016377/2014-14;11/12/2014;CERTIFICADA;201/2015;30/12/2015;;
NORDESTE;BA;IBIPEBA;SÃO VICENTE;01420.016375/2014-17;11/12/2014;CERTIFICADA;201/2015;30/12/2015;;
SUDESTE;MG;PRESIDENTE KUBITSCHEK;RAIZ;01420.012772/2014-10;07/10/2014;CERTIFICADA;201/2015;30/12/2015;54170.001560/2016-24;
NORTE;AP;SANTANA;SÃO FRANCISCO DO MATAPÍ;01420.006763/2014-90;05/06/2014;CERTIFICADA;201/2015;30/12/2015;54350.000416/2016-52;
NORTE;AP;OIAPOQUE;VILA VELHA DO CASSIPORÉ;01420.012605/2013-98;07/10/2013;CERTIFICADA;201/2015;30/12/2015;54350.000415/2016-16;
SUDESTE;MG;CORAÇÃO DE JESUS;SÃO GERALDO;01420.008801/2015-20;03/08/2015;CERTIFICADA;201/2015;30/12/2015;54170.004006/2016-07;
SUDESTE;MG;BRASÍLIA DE MINAS;BORÁ;01420.007844/2014-15;04/07/2014;CERTIFICADA;201/2015;30/12/2015;54170.004005/2016-54;
NORTE;PA;TOMÉ-AÇU;TUCUMANDEUA;01420.015893/2014-13;02/12/2014;CERTIFICADA;28/2016;07/03/2016;;
NORTE;PA;TOMÉ-AÇU;ROSA DE SARON;01420.016178/2015-89;29/12/2015;CERTIFICADA;28/2016;07/03/2016;;
NORTE;PA;TOMÉ-AÇU;NOVA BETEL;01420.016179/2015-23;29/12/2015;CERTIFICADA;28/2016;07/03/2016;54100.000012/2017-91;
NORTE;PA;SALVATERRA;PROVIDÊNCIA;01420.003113/2011-40;17/03/2011;CERTIFICADA;28/2016;07/03/2016;54100.003655/2013-63 ;
NORTE;PA;SALVATERRA;MANGUEIRA;01420.003116/2011-83;17/03/2011;CERTIFICADA;28/2016;07/03/2016;54100.000589/2010-27 ;
NORTE;PA;SALVATERRA;SALVÁ;01420.003110/2011-14;17/03/2011;CERTIFICADA;28/2016;07/03/2016;54100.001686/2005-70 ;
NORTE;PA;SALVATERRA;PAIXÃO;01420.003117/2011-28;17/03/2011;CERTIFICADA;28/2016;07/03/2016;54100.000075/2007-76 ;
NORTE;PA;MOJU;SÍTIO BOSQUE;01420.016262/2015-01;31/12/2015;CERTIFICADA;28/2016;07/03/2016;;
NORTE;AP;MACAPÁ;LAGO DO PAPAGAIO;01420.006766/2014-23;04/06/2014;CERTIFICADA;28/2016;07/03/2016;;
NORTE;AP;MACAPÁ;RIO PESCADO;01420.009440/2013-77;08/08/2013;CERTIFICADA;28/2016;07/03/2016;54350.000593/2016-39;
NORTE;AP;MACAPÁ;SANTO ANTÔNIO DA PEDREIRA;01420.015467/2015-61;14/12/2015;CERTIFICADA;28/2016;07/03/2016;;
NORTE;AP;MACAPÁ;ABACATE DA PEDREIRA;01420.002351/2015-61;15/09/2013;CERTIFICADA;28/2016;07/03/2016;;
NORDESTE;BA;CAFARNAUM;QUEIMADA DO TIANO, ERVA CIDREIRA e LAGOA DO GADO;01420.004895/2015-68;20/04/2015;CERTIFICADA;28/2016;07/03/2016;;
NORDESTE;BA;CAFARNAUM;PRESÍDIO, CHAREL, CURRALINHO e ROÇA DO MEIO;01420.004894/2015-13;20/04/2015;CERTIFICADA;28/2016;07/03/2016;;
NORDESTE;BA;CAFARNAUM;BANDEIRA, SALAMINHO e UMBUZEIRO;01420.004893/2015-79;20/04/2015;CERTIFICADA;28/2016;07/03/2016;;
NORDESTE;BA;IRECÊ;LAGOA NOVA;01420.006140/2015-06;25/05/2015;CERTIFICADA;28/2016;07/03/2016;;
NORDESTE;BA;VERA CRUZ;TERERÉ;01420.006140/2015-06;25/05/2015;CERTIFICADA;28/2016;07/03/2016;;
NORDESTE;BA;VERA CRUZ;MARAGOJIPINHO;01420.006165/2015-00;25/05/2015;CERTIFICADA;28/2016;07/03/2016;;
SUDESTE;MG;RIBEIRÃO DAS NEVES;IRMANDADE DO ROSARIO DE JUSTINÓPOLIS;01420.001750/2015-13;10/02/2015;CERTIFICADA;28/2016;07/03/2016;54170.002801/2016-52;
NORDESTE;MA;SÃO JOÃO BATISTA;CHAPADA GRANDE ;01420.012431/2014-44;17/09/2014;CERTIFICADA;64/2016;29/04/2016;;
NORDESTE;MA;MATINHA;PREGUIÇA VELHA;01420.001594/2014-00 ;05/02/2014;CERTIFICADA;64/2016;29/04/2016;54230.001438/2008-96 ;
SUDESTE;MG;BONITO DE MINAS;SALTO DO BORRACHUDO;01420.015810/2013-13;12/11/2013;CERTIFICADA;64/2016;29/04/2016;;
SUDESTE;MG;BONITO DE MINAS;CABECEIRA DO SALTO;01420.015807/2013-91;03/12/2013;CERTIFICADA;64/2016;29/04/2016;;
NORDESTE;MA;BACURI;BARREIRA;01420.005285/2015-81;04/05/2015;CERTIFICADA;104/2016;20/05/2016;;TITULADO
NORDESTE;MA;BACURI;SANTA ROSA;01420.005287/2015-71;04/05/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;BARREIRINHAS;CABECEIRA DO CENTRO;01420.012822/2014-69;08/10/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;BARREIRINHAS;FURA BRAÇO;01420.010185/2015-77;04/09/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;BARREIRINHAS;MARCELINO;01420.010184/2015-22;04/09/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;BARREIRINHAS;SANTA CRUZ;01420.012823/2014-11;08/10/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;BARREIRINHAS;SANTA MARIA II;01420.010187/2015-66;04/09/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;BARREIRINHAS;SANTA RITA ;01420.012824/2014-58;08/10/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;CAJARI;BOA VISTA;01420.010202/2014/95;15/08/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;CANTANHEDE;TAMBÁ, LIVRAMENTO, CORRENTE e CAJUEIRO;01420.007665/2014-70;02/07/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;CHAPADINHA;VARGEM DO FORNO;01420.007135/2015-11;22/06/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;ICATU;BOQUEIRÃO;01420.017084/2011-01;28/12/2011;CERTIFICADA;104/2016;20/05/2016;54230.007270/2011-28 ;
NORDESTE;MA;ICATU;QUARTÉIS;01420.016709/2013-71;27/12/2013;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;ICATU;TIMBOTITUA;01420.007843/2014-62;04/07/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;ITAPECURU-MIRIM;JAIBARA DOS RODRIGUES;01420.008230/2015-23;22/07/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;ITAPECURU-MIRIM;CORRENTE II;01420.008229/2015-07;22/07/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;ITAPECURU-MIRIM;SÃO JOSÉ DOS MATOS;01420.008233/2015-67;22/07/2015;CERTIFICADA;104/2016;20/05/2016;54230.000775/2017-57;
NORDESTE;MA;ITAPECURU-MIRIM;SUMAÚMA;01420.008234/2015-10;22/07/2015;CERTIFICADA;104/2016;20/05/2016;54230.004082/2006-81 ;
NORDESTE;MA;ITAPECURU-MIRIM;TINGIDOR;01420.008237/2015-45;22/07/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;ITAPECURU-MIRIM;TERRA PRETA;01420.008236/2015-09;22/07/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;MATINHA;JACUICA;01420.001849/2015-15;11/02/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;MATINHA;PREGUIÇA NOVA;01420.005609/2014-09;13/05/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;MATINHA;SANTA MARIA;01420.017334/2014-48;30/12/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;MATINHA;ALTO DA PEDRA;01420.014656/2015-16;30/11/2015;CERTIFICADA;104/2016;20/05/2016;54230.002021/2008-41 ;
NORDESTE;MA;MATÕES;ASSUVIANTE;01420.011781/2014-93;16/09/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;MIRINZAL;COLÔNIA;01420.002820/2013-81;21/03/2013;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;MIRINZAL;MATA DE PANTALEÃO;01420.007724/2015-91;07/07/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;MIRINZAL;PARAÍSO e ANAJASAU;01420.004220/2015-19;06/04/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;NINA RODRIGUES;AMAPÁ DOS LUCINDOS;01420.005951/2014-09;19/05/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;NINA RODRIGUES;MALHADALTA DE ADÃO;01420.005950/2014-56;19/05/2014;CERTIFICADA;104/2016;20/05/2016;54230.000939/2017-46;
NORDESTE;MA;MATINHA;ENSEADA GRANDE;01420.014657/2015-61;30/11/2015;CERTIFICADA;104/2016;20/05/2016;54230.001447/2008-87 ;
NORDESTE;MA;PRESIDENTE JUSCELINO;MIRINZAL;01420.001851/2015-86;11/02/2015;CERTIFICADA;104/2016;20/05/2016;;
